# NOTICE: This dataset is synthetic development data and is not representative of real-world candidate populations.
sample_id,topic,question_difficulty,difficulty_numeric,attempt_number,technical_score,relevance_score,completeness_score,clarity_score,communication_score,answer_length,keyword_coverage,previous_score,average_previous_score,topic_accuracy,composite_score,readiness_label
813,SQL & DBMS,Medium,2,5,20.0,25.0,20.0,25.0,30.0,15,0.1,20.0,20.0,20.0,20.75,Needs Improvement
814,Python & OOP,Easy,1,3,42.85,48.16,20.0,52.24,45.54,38,0.339,44.88,43.87,35.8,38.11,Needs Improvement
815,Machine Learning & AI,Hard,3,2,20.0,25.0,21.78,41.2,43.66,62,0.465,37.12,28.56,25.13,27.15,Needs Improvement
816,Generative AI & RAG,Medium,2,5,49.83,57.16,47.69,52.84,54.31,22,0.435,49.99,49.91,50.73,50.29,Needs Improvement
817,System Design,Medium,2,2,57.89,65.61,48.07,70.5,72.61,60,0.595,50.61,54.25,54.91,58.75,Almost Ready
818,SQL & DBMS,Easy,1,2,52.52,48.75,70.55,36.26,43.96,62,0.267,57.69,55.1,51.92,51.83,Needs Improvement
819,Cloud & DevOps,Easy,1,1,47.23,44.27,38.23,46.87,39.72,88,0.498,24.4,35.82,44.76,44.39,Needs Improvement
820,Python & OOP,Medium,2,1,80.38,87.05,72.67,85.9,87.31,96,0.706,89.65,85.01,70.16,79.37,Interview Ready
821,Python & OOP,Medium,2,4,69.45,73.45,53.11,73.46,69.37,59,0.564,57.08,63.26,66.64,65.06,Almost Ready
822,Machine Learning & AI,Easy,1,3,70.49,65.07,48.51,60.17,50.58,51,0.429,58.05,64.27,70.83,59.39,Almost Ready
823,Cloud & DevOps,Medium,2,1,50.05,44.18,47.54,58.58,74.6,29,0.681,48.55,49.3,55.61,52.43,Needs Improvement
824,Python & OOP,Easy,1,3,78.09,79.12,78.51,83.53,82.79,94,0.656,85.28,81.68,85.33,77.88,Almost Ready
825,System Design,Easy,1,3,43.12,40.35,32.18,58.6,57.76,26,0.387,49.02,46.07,48.8,41.81,Needs Improvement
826,System Design,Easy,1,3,57.39,63.28,50.02,76.09,76.36,66,0.649,52.3,54.85,52.89,60.0,Almost Ready
827,SQL & DBMS,Medium,2,4,88.52,95.38,86.82,81.95,83.66,85,0.839,100.0,94.26,87.07,87.76,Interview Ready
828,Python & OOP,Medium,2,4,66.33,68.77,87.16,64.15,62.12,61,0.561,66.33,66.33,70.61,70.45,Almost Ready
829,SQL & DBMS,Medium,2,5,49.41,55.7,57.37,46.01,43.37,57,0.331,53.44,51.43,43.39,50.07,Needs Improvement
830,Generative AI & RAG,Medium,2,5,81.84,86.7,75.83,75.72,77.63,125,0.718,68.38,75.11,76.72,79.24,Interview Ready
831,SQL & DBMS,Medium,2,1,62.26,62.79,37.25,56.59,53.27,73,0.525,55.85,59.06,51.13,54.09,Needs Improvement
832,Machine Learning & AI,Hard,3,5,42.28,56.31,30.4,43.61,49.63,56,0.314,38.01,40.15,44.65,40.83,Needs Improvement
833,SQL & DBMS,Medium,2,1,83.75,91.9,87.42,97.82,100.0,94,0.908,98.3,91.02,81.82,88.82,Interview Ready
834,Cloud & DevOps,Hard,3,5,23.45,25.0,20.0,32.11,35.01,55,0.211,21.66,22.55,22.05,24.02,Needs Improvement
835,Python & OOP,Hard,3,5,62.15,65.0,43.07,68.82,69.65,91,0.665,65.73,63.94,58.19,59.29,Almost Ready
836,SQL & DBMS,Hard,3,2,64.99,61.84,59.14,69.6,61.18,62,0.72,83.38,74.18,66.59,64.03,Almost Ready
837,System Design,Medium,2,2,79.97,90.63,76.24,76.49,67.15,35,0.726,55.02,67.49,86.12,78.91,Interview Ready
838,SQL & DBMS,Medium,2,2,78.93,68.12,74.68,60.59,62.23,68,0.652,87.57,83.25,77.9,72.21,Almost Ready
839,Python & OOP,Easy,1,5,93.49,100.0,100.0,84.4,82.42,51,0.625,98.24,95.87,92.04,91.53,Interview Ready
840,Python & OOP,Medium,2,1,20.0,25.0,25.69,25.0,30.0,40,0.1,20.0,20.0,22.45,22.17,Needs Improvement
841,Python & OOP,Medium,2,3,59.59,64.45,55.37,72.55,67.75,83,0.668,44.53,52.06,63.84,61.69,Almost Ready
842,Cloud & DevOps,Easy,1,3,30.46,31.8,26.7,36.56,38.63,46,0.125,29.49,29.97,25.56,28.95,Needs Improvement
843,Cloud & DevOps,Medium,2,4,39.47,48.61,39.42,31.78,40.65,44,0.313,31.28,35.37,43.26,39.3,Needs Improvement
844,Cloud & DevOps,Hard,3,5,42.64,50.8,31.14,57.51,48.32,102,0.476,44.75,43.69,41.53,43.26,Needs Improvement
845,Cloud & DevOps,Medium,2,3,50.1,59.71,54.97,40.11,35.91,75,0.336,57.83,53.97,56.3,49.4,Needs Improvement
846,Generative AI & RAG,Hard,3,2,62.18,68.03,60.44,59.73,60.02,78,0.429,65.01,63.59,57.89,60.34,Almost Ready
847,SQL & DBMS,Easy,1,2,22.3,32.08,23.17,28.59,30.0,47,0.225,26.44,24.37,22.21,25.02,Needs Improvement
848,System Design,Medium,2,1,83.81,84.3,77.23,68.89,67.5,57,0.694,87.32,85.57,90.69,78.49,Interview Ready
849,Generative AI & RAG,Hard,3,5,56.08,58.28,43.8,67.43,63.06,64,0.524,69.62,62.85,55.1,54.45,Needs Improvement
850,System Design,Easy,1,5,45.1,63.23,53.38,37.27,38.23,51,0.338,49.75,47.43,44.18,47.63,Needs Improvement
851,Python & OOP,Medium,2,5,70.46,73.5,65.39,83.86,87.89,75,0.599,52.75,61.6,60.51,70.8,Almost Ready
852,System Design,Medium,2,4,72.38,76.41,48.75,76.91,78.92,43,0.637,61.18,66.78,68.71,66.99,Almost Ready
853,Python & OOP,Hard,3,5,48.54,46.99,42.48,57.21,57.31,86,0.501,32.63,40.58,47.23,48.25,Needs Improvement
854,Python & OOP,Easy,1,5,53.91,54.54,48.89,61.4,61.43,62,0.434,48.55,51.23,50.37,52.82,Needs Improvement
855,Python & OOP,Medium,2,3,35.07,34.24,20.0,43.57,45.0,90,0.29,27.31,31.19,38.03,31.92,Needs Improvement
856,SQL & DBMS,Medium,2,3,73.47,78.58,81.92,80.25,75.01,94,0.473,78.19,75.83,66.12,74.49,Almost Ready
857,Cloud & DevOps,Medium,2,5,42.29,38.19,39.81,48.45,47.99,79,0.464,58.16,50.23,43.39,42.36,Needs Improvement
858,Generative AI & RAG,Hard,3,2,66.55,79.6,67.6,71.67,75.12,65,0.586,75.13,70.84,64.44,68.92,Almost Ready
859,System Design,Medium,2,3,48.22,48.33,47.87,69.51,70.21,50,0.507,48.43,48.33,50.96,51.62,Needs Improvement
860,Python & OOP,Easy,1,5,40.92,45.78,51.43,54.79,54.05,18,0.475,54.52,47.72,34.09,46.98,Needs Improvement
861,System Design,Easy,1,2,77.16,84.07,77.42,72.31,71.91,73,0.508,73.83,75.5,77.85,74.88,Almost Ready
862,Python & OOP,Easy,1,5,50.09,52.41,47.28,51.79,52.75,29,0.468,56.57,53.33,52.56,49.71,Needs Improvement
863,Cloud & DevOps,Medium,2,1,69.64,63.18,57.6,76.97,64.2,69,0.652,68.71,69.18,72.08,65.68,Almost Ready
864,Generative AI & RAG,Medium,2,5,38.31,44.54,50.38,38.72,37.71,8,0.1,30.16,34.24,32.74,39.44,Needs Improvement
865,Python & OOP,Easy,1,3,69.8,76.82,69.76,71.08,67.19,81,0.589,80.71,75.25,63.0,69.75,Almost Ready
866,System Design,Medium,2,4,56.35,63.48,61.31,60.14,60.31,62,0.477,41.78,49.06,66.55,58.37,Almost Ready
867,Generative AI & RAG,Medium,2,5,69.93,78.58,51.99,64.67,73.83,55,0.466,69.78,69.86,74.66,64.08,Almost Ready
868,SQL & DBMS,Medium,2,2,97.75,100.0,92.4,80.29,87.51,72,0.676,100.0,98.88,100.0,91.47,Interview Ready
869,Python & OOP,Hard,3,2,54.6,59.54,52.02,39.39,45.86,65,0.273,61.8,58.2,47.29,50.01,Needs Improvement
870,Cloud & DevOps,Medium,2,1,29.93,35.55,23.36,39.44,43.01,66,0.362,31.91,30.92,20.0,31.37,Needs Improvement
871,Python & OOP,Medium,2,3,41.66,42.6,60.18,32.08,30.0,27,0.1,57.73,49.69,40.52,41.72,Needs Improvement
872,Cloud & DevOps,Easy,1,3,67.71,68.38,65.71,80.65,80.83,80,0.665,68.67,68.19,70.45,69.14,Almost Ready
873,Machine Learning & AI,Medium,2,3,25.33,32.19,20.0,31.11,34.09,8,0.214,20.0,22.67,24.53,25.65,Needs Improvement
874,SQL & DBMS,Easy,1,3,75.39,72.3,66.0,78.47,82.62,64,0.564,63.38,69.39,80.98,71.35,Almost Ready
875,Generative AI & RAG,Medium,2,2,22.59,27.9,21.62,25.0,35.34,32,0.192,20.0,21.3,20.0,23.68,Needs Improvement
876,Generative AI & RAG,Medium,2,3,69.41,80.35,72.03,70.08,75.68,73,0.601,78.48,73.95,73.59,71.16,Almost Ready
877,Machine Learning & AI,Medium,2,1,28.52,29.66,24.69,35.99,30.0,60,0.186,38.67,33.59,28.12,27.56,Needs Improvement
878,Python & OOP,Easy,1,3,80.32,84.07,70.71,71.69,82.6,64,0.639,100.0,90.16,71.65,76.09,Almost Ready
879,Machine Learning & AI,Hard,3,2,24.77,35.6,29.2,26.82,30.0,21,0.1,20.0,22.38,32.41,26.49,Needs Improvement
880,System Design,Medium,2,3,55.57,45.28,55.86,69.81,62.52,63,0.506,56.64,56.1,43.87,55.38,Needs Improvement
881,Generative AI & RAG,Medium,2,3,36.76,39.65,43.54,60.72,70.91,57,0.485,49.09,42.93,37.27,44.16,Needs Improvement
882,SQL & DBMS,Easy,1,3,59.71,69.18,55.71,63.84,63.58,74,0.536,57.43,58.57,60.87,60.12,Almost Ready
883,Cloud & DevOps,Medium,2,2,61.87,59.6,46.34,59.24,55.82,82,0.563,42.84,52.36,66.52,56.52,Needs Improvement
884,Python & OOP,Medium,2,1,65.14,76.63,54.69,62.31,57.14,79,0.532,66.48,65.81,67.15,62.38,Almost Ready
885,Machine Learning & AI,Easy,1,1,44.0,46.18,33.53,35.71,38.31,62,0.272,51.62,47.81,36.99,38.92,Needs Improvement
886,Machine Learning & AI,Medium,2,4,27.28,25.0,27.51,29.32,30.44,43,0.253,27.54,27.41,30.06,27.15,Needs Improvement
887,Machine Learning & AI,Medium,2,5,63.97,62.34,64.01,66.63,66.85,71,0.535,68.53,66.25,71.84,63.1,Almost Ready
888,Cloud & DevOps,Medium,2,4,64.19,67.11,54.07,42.05,41.87,81,0.284,72.0,68.1,68.35,55.18,Needs Improvement
889,Python & OOP,Hard,3,2,57.07,52.9,48.88,69.06,82.58,74,0.73,62.22,59.64,55.85,58.47,Almost Ready
890,Cloud & DevOps,Hard,3,3,56.45,62.78,62.39,75.4,72.55,98,0.623,42.64,49.55,54.4,62.17,Almost Ready
891,SQL & DBMS,Medium,2,4,28.28,37.24,38.88,25.0,30.0,15,0.254,20.0,24.14,32.37,31.74,Needs Improvement
892,System Design,Medium,2,3,42.92,48.24,30.52,50.13,56.55,30,0.408,41.89,42.41,45.71,41.81,Needs Improvement
893,Generative AI & RAG,Easy,1,1,47.06,51.75,42.25,36.85,46.99,87,0.329,51.62,49.34,50.11,44.11,Needs Improvement
894,System Design,Medium,2,2,27.37,26.78,27.25,29.87,37.27,24,0.138,20.0,23.69,33.91,26.64,Needs Improvement
895,Python & OOP,Hard,3,5,95.78,97.9,91.34,86.22,87.23,72,0.732,87.68,91.73,90.67,91.35,Interview Ready
896,Cloud & DevOps,Easy,1,1,51.21,50.09,51.78,41.58,51.12,76,0.523,48.91,50.06,59.1,50.32,Needs Improvement
897,Cloud & DevOps,Medium,2,4,86.85,89.36,64.26,67.83,71.42,60,0.508,100.0,93.43,79.44,75.3,Almost Ready
898,System Design,Medium,2,3,72.11,81.34,76.71,57.43,59.43,79,0.548,73.82,72.97,69.06,70.82,Almost Ready
899,Python & OOP,Medium,2,2,78.27,84.08,67.79,78.08,79.2,58,0.719,62.23,70.25,79.12,75.91,Almost Ready
900,Python & OOP,Medium,2,2,50.24,58.43,26.78,49.28,55.51,56,0.19,42.48,46.36,29.92,42.65,Needs Improvement
901,Python & OOP,Medium,2,4,20.0,25.0,20.9,25.0,34.52,38,0.25,23.13,21.56,21.19,22.7,Needs Improvement
902,Cloud & DevOps,Hard,3,5,48.45,48.53,49.94,51.44,60.7,20,0.398,41.2,44.82,51.76,48.87,Needs Improvement
903,Machine Learning & AI,Medium,2,5,75.63,77.05,76.06,79.15,82.95,77,0.709,69.29,72.46,70.67,76.2,Almost Ready
904,SQL & DBMS,Hard,3,1,48.07,57.16,43.31,51.34,64.54,48,0.378,60.11,54.09,43.29,48.37,Needs Improvement
905,Machine Learning & AI,Easy,1,3,55.65,64.08,49.39,72.68,75.17,68,0.452,62.71,59.18,56.14,56.99,Needs Improvement
906,Cloud & DevOps,Hard,3,1,46.72,58.7,35.38,52.68,60.22,28,0.451,40.78,43.75,51.73,46.79,Needs Improvement
907,Generative AI & RAG,Hard,3,4,60.21,58.53,51.82,49.15,46.8,59,0.521,60.4,60.3,57.36,55.27,Needs Improvement
908,Python & OOP,Easy,1,4,54.38,58.49,58.92,54.27,68.12,63,0.41,44.35,49.37,53.6,55.47,Needs Improvement
909,Cloud & DevOps,Hard,3,1,80.44,77.55,79.5,84.7,89.33,102,0.858,81.51,80.98,82.4,81.18,Interview Ready
910,System Design,Medium,2,2,61.03,61.34,78.12,55.0,56.97,48,0.534,77.93,69.48,62.81,63.78,Almost Ready
911,System Design,Medium,2,2,89.69,96.44,94.32,68.56,74.94,106,0.722,85.09,87.39,93.62,87.26,Interview Ready
912,SQL & DBMS,Easy,1,2,86.97,80.91,80.88,62.81,67.12,35,0.684,97.03,92.0,78.24,79.27,Interview Ready
913,Cloud & DevOps,Medium,2,4,64.01,63.66,68.09,65.31,74.99,120,0.591,69.66,66.84,65.9,65.17,Almost Ready
914,Machine Learning & AI,Medium,2,3,77.8,78.9,85.27,87.36,82.29,98,0.842,79.51,78.66,79.1,81.66,Interview Ready
915,Cloud & DevOps,Medium,2,4,33.24,39.66,23.0,34.79,30.88,22,0.124,33.38,33.31,30.71,29.59,Needs Improvement
916,Generative AI & RAG,Medium,2,5,72.96,77.82,83.68,84.21,83.79,94,0.758,82.93,77.94,70.17,78.32,Interview Ready
917,Machine Learning & AI,Medium,2,5,45.25,43.59,43.76,47.53,54.8,67,0.415,46.64,45.95,45.52,44.96,Needs Improvement
918,System Design,Hard,3,2,64.12,60.2,63.57,78.28,76.53,73,0.679,73.39,68.76,67.71,65.81,Almost Ready
919,Python & OOP,Easy,1,4,72.12,73.69,63.86,55.72,59.75,77,0.458,99.02,85.57,69.27,65.39,Almost Ready
920,SQL & DBMS,Medium,2,4,57.12,64.36,40.7,69.08,81.77,82,0.598,65.82,61.47,62.12,56.8,Needs Improvement
921,Cloud & DevOps,Medium,2,3,78.89,82.01,64.26,74.5,76.46,106,0.68,94.19,86.54,83.36,74.05,Almost Ready
922,System Design,Hard,3,3,84.71,87.9,76.06,73.77,72.4,123,0.838,76.98,80.84,81.81,81.23,Interview Ready
923,Cloud & DevOps,Medium,2,2,76.91,76.69,68.21,76.58,86.55,65,0.718,74.7,75.8,78.38,74.64,Almost Ready
924,Machine Learning & AI,Easy,1,2,87.08,81.11,81.85,83.86,84.08,64,0.601,94.92,91.0,83.11,81.71,Interview Ready
925,Generative AI & RAG,Hard,3,3,32.34,30.63,29.38,39.7,45.02,42,0.355,26.84,29.59,33.72,33.03,Needs Improvement
926,System Design,Hard,3,2,62.84,63.01,54.83,60.42,57.16,93,0.589,82.03,72.43,58.71,59.95,Almost Ready
927,Cloud & DevOps,Easy,1,4,93.02,96.0,100.0,90.75,100.0,97,0.809,100.0,96.51,94.46,94.12,Interview Ready
928,Cloud & DevOps,Medium,2,2,24.63,32.69,20.0,25.0,30.0,12,0.1,20.0,22.31,20.0,23.52,Needs Improvement
929,SQL & DBMS,Medium,2,3,47.46,48.51,35.2,42.0,38.64,80,0.629,40.69,44.08,53.61,45.11,Needs Improvement
930,SQL & DBMS,Easy,1,3,30.89,44.59,40.09,58.08,53.49,55,0.258,35.33,33.11,32.35,38.59,Needs Improvement
931,Cloud & DevOps,Medium,2,5,49.78,51.97,25.95,45.27,40.7,38,0.447,41.63,45.7,46.57,42.74,Needs Improvement
932,Python & OOP,Easy,1,5,51.81,66.47,56.51,69.73,73.27,59,0.57,64.63,58.22,44.21,58.57,Almost Ready
933,System Design,Medium,2,4,45.75,48.9,41.6,43.62,42.17,35,0.248,34.29,40.02,50.25,42.7,Needs Improvement
934,Python & OOP,Medium,2,3,39.64,36.98,28.62,41.59,30.42,45,0.313,52.75,46.2,44.07,35.39,Needs Improvement
935,System Design,Medium,2,3,45.28,47.11,31.29,46.49,46.51,62,0.387,52.26,48.77,50.86,41.58,Needs Improvement
936,System Design,Hard,3,2,76.39,71.94,68.1,78.78,66.52,102,0.907,82.46,79.42,78.32,74.83,Almost Ready
937,Python & OOP,Hard,3,2,77.99,70.53,77.32,84.2,82.51,101,0.756,55.12,66.56,65.39,77.31,Almost Ready
938,Generative AI & RAG,Easy,1,5,69.96,72.13,66.07,75.4,85.47,75,0.726,70.66,70.31,74.79,70.9,Almost Ready
939,SQL & DBMS,Hard,3,1,45.77,43.69,54.96,50.7,54.02,52,0.361,42.65,44.21,43.86,47.69,Needs Improvement
940,Machine Learning & AI,Easy,1,4,92.78,97.55,70.03,85.85,95.74,85,0.741,85.11,88.95,93.34,85.39,Interview Ready
941,Python & OOP,Easy,1,2,53.18,51.36,40.88,48.18,55.91,84,0.275,50.31,51.75,47.97,46.91,Needs Improvement
942,System Design,Easy,1,1,70.34,83.39,66.0,74.83,89.14,102,0.688,67.27,68.81,70.57,72.44,Almost Ready
943,Cloud & DevOps,Medium,2,3,35.95,37.79,20.0,50.61,53.21,36,0.324,35.75,35.85,31.53,34.21,Needs Improvement
944,Python & OOP,Medium,2,2,54.07,50.56,29.28,49.34,49.61,52,0.366,66.78,60.42,49.79,44.91,Needs Improvement
945,System Design,Easy,1,2,43.62,50.62,45.68,32.06,35.22,76,0.269,44.91,44.26,42.4,41.93,Needs Improvement
946,Python & OOP,Easy,1,5,20.0,25.0,22.88,36.67,46.97,8,0.197,20.0,20.0,23.53,24.46,Needs Improvement
947,Generative AI & RAG,Medium,2,3,83.92,87.04,70.31,75.8,76.44,81,0.598,82.61,83.26,81.77,77.38,Almost Ready
948,Generative AI & RAG,Medium,2,5,41.78,33.07,38.61,29.67,30.0,12,0.287,61.97,51.87,25.8,36.57,Needs Improvement
949,System Design,Easy,1,2,66.01,68.73,50.25,79.55,86.45,46,0.76,57.0,61.5,72.51,65.85,Almost Ready
950,Generative AI & RAG,Medium,2,1,78.73,82.6,74.56,88.0,92.64,86,0.721,67.91,73.32,77.08,79.23,Interview Ready
951,Generative AI & RAG,Hard,3,2,67.89,81.8,70.02,68.31,65.97,74,0.423,70.19,69.04,63.09,67.89,Almost Ready
952,Machine Learning & AI,Hard,3,2,53.75,55.1,44.73,50.83,47.0,64,0.465,65.43,59.59,52.41,50.35,Needs Improvement
953,SQL & DBMS,Medium,2,2,35.43,42.24,35.1,26.57,30.44,20,0.192,32.37,33.9,42.42,33.61,Needs Improvement
954,Cloud & DevOps,Medium,2,4,54.9,60.73,48.25,57.25,59.82,68,0.418,44.3,49.6,57.44,53.28,Needs Improvement
955,SQL & DBMS,Medium,2,1,84.53,93.18,89.11,82.74,74.45,64,0.62,98.68,91.61,77.35,84.03,Interview Ready
956,Cloud & DevOps,Medium,2,1,56.01,68.14,50.22,60.89,62.04,47,0.377,61.77,58.89,46.96,55.34,Needs Improvement
957,Cloud & DevOps,Hard,3,3,52.72,60.51,46.28,52.94,54.52,27,0.381,56.85,54.79,52.49,50.93,Needs Improvement
958,Cloud & DevOps,Easy,1,5,28.65,25.0,22.81,30.54,38.5,57,0.249,20.0,24.32,23.98,26.95,Needs Improvement
959,SQL & DBMS,Medium,2,4,61.93,54.46,63.6,76.85,84.02,56,0.519,66.52,64.22,61.85,62.82,Almost Ready
960,Machine Learning & AI,Medium,2,2,30.32,32.85,28.4,25.0,30.0,65,0.231,22.95,26.64,41.71,28.95,Needs Improvement
961,Python & OOP,Easy,1,4,61.81,61.99,55.68,66.17,52.87,83,0.64,77.83,69.82,48.41,60.51,Almost Ready
962,SQL & DBMS,Medium,2,4,62.91,66.79,46.64,56.2,46.33,75,0.5,64.51,63.71,65.73,56.63,Needs Improvement
963,System Design,Medium,2,5,53.74,58.83,48.37,70.14,76.73,79,0.536,34.43,44.09,57.36,55.93,Needs Improvement
964,Python & OOP,Easy,1,5,55.73,62.19,48.59,80.8,87.25,98,0.525,57.94,56.83,54.46,58.68,Almost Ready
965,Python & OOP,Medium,2,5,98.51,100.0,100.0,96.12,100.0,82,0.834,100.0,99.26,90.48,97.43,Interview Ready
966,Cloud & DevOps,Medium,2,1,60.48,65.35,60.71,65.08,66.01,29,0.446,57.15,58.82,57.16,60.42,Almost Ready
967,Generative AI & RAG,Easy,1,4,33.52,41.38,31.62,25.0,30.0,14,0.162,30.52,32.02,32.5,31.47,Needs Improvement
968,Generative AI & RAG,Medium,2,3,20.0,25.27,20.0,25.49,30.0,68,0.338,26.51,23.25,21.87,23.22,Needs Improvement
969,SQL & DBMS,Easy,1,2,67.83,64.71,56.67,70.1,72.53,93,0.528,75.22,71.53,63.67,63.53,Almost Ready
970,Machine Learning & AI,Medium,2,4,35.69,49.4,38.89,47.96,56.71,33,0.152,65.35,50.52,33.53,38.77,Needs Improvement
971,SQL & DBMS,Easy,1,5,68.56,67.85,65.89,77.76,73.91,77,0.659,75.39,71.98,77.88,68.71,Almost Ready
972,Cloud & DevOps,Hard,3,4,67.41,71.7,67.19,79.3,85.29,104,0.582,51.57,59.49,74.53,69.16,Almost Ready
973,Machine Learning & AI,Hard,3,5,67.55,72.12,61.8,73.54,67.24,59,0.478,64.76,66.16,64.58,65.41,Almost Ready
974,SQL & DBMS,Easy,1,2,20.0,25.0,32.33,25.0,30.0,12,0.131,20.27,20.14,20.0,24.15,Needs Improvement
975,SQL & DBMS,Medium,2,1,59.58,66.1,60.72,65.03,60.32,53,0.594,57.01,58.29,53.88,61.41,Almost Ready
976,Generative AI & RAG,Easy,1,5,61.56,78.83,56.9,78.58,82.64,56,0.526,49.4,55.48,60.33,64.85,Almost Ready
977,Machine Learning & AI,Hard,3,5,85.03,83.85,91.79,83.77,89.11,95,0.627,100.0,92.51,81.78,84.39,Interview Ready
978,SQL & DBMS,Easy,1,5,47.48,42.86,54.24,42.61,42.58,83,0.279,54.99,51.23,51.39,45.79,Needs Improvement
979,Cloud & DevOps,Easy,1,1,23.94,25.33,34.91,32.46,43.17,42,0.119,20.0,21.97,20.0,27.5,Needs Improvement
980,Machine Learning & AI,Hard,3,4,60.02,66.91,46.59,56.75,56.48,46,0.484,53.21,56.62,58.46,56.03,Needs Improvement
981,SQL & DBMS,Medium,2,3,33.95,26.87,29.62,30.91,31.2,28,0.153,36.77,35.36,31.18,29.5,Needs Improvement
982,Cloud & DevOps,Hard,3,5,70.5,79.78,59.64,51.24,43.26,54,0.449,76.75,73.62,76.18,63.33,Almost Ready
983,System Design,Medium,2,4,55.28,51.1,57.47,51.19,47.84,60,0.31,54.07,54.67,53.31,51.99,Needs Improvement
984,SQL & DBMS,Hard,3,3,58.08,48.35,46.73,60.32,61.45,49,0.43,71.44,64.76,59.19,52.66,Needs Improvement
985,Machine Learning & AI,Medium,2,1,25.57,29.1,36.98,25.0,30.0,8,0.1,22.35,23.96,21.28,27.56,Needs Improvement
986,Machine Learning & AI,Hard,3,3,52.68,50.53,38.95,41.46,45.57,63,0.342,42.94,47.81,42.93,45.6,Needs Improvement
987,Python & OOP,Hard,3,3,68.79,58.54,58.91,80.13,85.63,84,0.633,68.96,68.87,71.48,66.21,Almost Ready
988,Python & OOP,Medium,2,1,69.41,67.67,62.87,61.52,60.49,71,0.613,78.45,73.93,76.4,65.47,Almost Ready
989,Python & OOP,Medium,2,4,43.68,50.51,41.03,74.75,72.29,80,0.456,42.58,43.13,46.99,48.77,Needs Improvement
990,System Design,Hard,3,4,87.08,91.3,93.22,74.68,82.9,75,0.723,100.0,93.54,85.46,86.32,Interview Ready
991,Machine Learning & AI,Medium,2,2,63.74,68.36,63.05,57.1,58.28,82,0.508,59.01,61.37,64.47,62.03,Almost Ready
992,Machine Learning & AI,Hard,3,3,33.15,43.43,28.03,48.76,46.07,61,0.245,33.28,33.21,37.86,34.75,Needs Improvement
993,Machine Learning & AI,Medium,2,4,77.63,83.25,71.43,69.81,72.36,79,0.577,81.35,79.49,79.59,73.88,Almost Ready
994,SQL & DBMS,Hard,3,3,43.67,42.43,35.91,60.0,69.51,44,0.419,56.98,50.33,53.11,44.29,Needs Improvement
995,Cloud & DevOps,Hard,3,4,47.15,44.55,40.85,64.74,79.99,64,0.521,47.58,47.37,41.96,49.08,Needs Improvement
996,SQL & DBMS,Hard,3,4,40.04,54.01,56.13,51.5,48.65,22,0.607,35.64,37.84,45.72,49.8,Needs Improvement
997,Cloud & DevOps,Medium,2,1,24.47,25.0,25.83,29.6,35.37,32,0.146,20.0,22.23,27.83,24.96,Needs Improvement
998,Generative AI & RAG,Medium,2,5,50.5,47.71,36.23,48.7,52.57,93,0.435,50.71,50.61,56.42,45.73,Needs Improvement
999,SQL & DBMS,Medium,2,1,38.33,45.06,45.22,33.07,30.0,60,0.315,41.62,39.98,43.09,39.44,Needs Improvement
1000,Machine Learning & AI,Medium,2,3,61.78,71.97,66.14,59.11,58.31,73,0.364,63.26,62.52,59.15,61.42,Almost Ready
1001,Cloud & DevOps,Medium,2,4,60.64,63.36,56.03,44.9,52.36,49,0.328,60.24,60.44,48.43,55.13,Needs Improvement
1002,Cloud & DevOps,Hard,3,2,64.16,69.78,49.29,60.54,61.07,28,0.405,66.71,65.43,72.11,58.41,Almost Ready
1003,Generative AI & RAG,Medium,2,3,62.67,64.39,56.08,62.84,68.01,88,0.625,63.87,63.27,71.01,61.55,Almost Ready
1004,SQL & DBMS,Medium,2,5,42.54,41.63,27.16,30.65,34.93,50,0.302,33.28,37.91,47.9,35.75,Needs Improvement
1005,SQL & DBMS,Hard,3,2,53.79,55.99,55.24,47.95,50.42,107,0.518,52.93,53.36,55.12,53.53,Needs Improvement
1006,Generative AI & RAG,Easy,1,3,55.17,58.21,52.43,55.76,54.6,70,0.496,69.82,62.5,56.76,54.42,Needs Improvement
1007,SQL & DBMS,Medium,2,2,79.0,88.15,85.31,63.06,72.71,109,0.713,75.47,77.24,87.11,79.27,Interview Ready
1008,Cloud & DevOps,Hard,3,5,53.05,61.29,47.61,57.49,56.87,60,0.403,40.89,46.97,52.41,52.29,Needs Improvement
1009,Machine Learning & AI,Medium,2,1,44.1,46.4,48.93,48.51,49.16,54,0.16,33.41,38.75,41.91,43.54,Needs Improvement
1010,Python & OOP,Hard,3,5,20.0,25.0,21.53,25.0,30.0,8,0.222,20.0,20.0,25.53,22.35,Needs Improvement
1011,Python & OOP,Hard,3,4,30.75,31.55,29.88,35.04,36.93,40,0.171,30.44,30.6,31.87,30.03,Needs Improvement
1012,System Design,Medium,2,4,65.71,62.96,67.74,68.13,77.83,73,0.413,48.7,57.21,67.89,64.21,Almost Ready
1013,Generative AI & RAG,Medium,2,1,50.14,49.63,42.79,56.27,56.91,84,0.475,36.32,43.23,46.34,48.91,Needs Improvement
1014,Generative AI & RAG,Easy,1,3,59.54,69.86,44.83,74.28,73.56,62,0.544,48.34,53.94,64.08,59.07,Almost Ready
1015,Cloud & DevOps,Easy,1,2,36.25,42.49,20.0,39.7,46.8,55,0.417,40.78,38.51,33.02,34.54,Needs Improvement
